species	Phylum	Class	Order	Family	Genus
Escherichia sp. ESNIH1	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Sphingomonas sp. ABOLD	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Sphingomonas sp. ABOLE	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Sphingomonas sp. ABOLF	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Sphingomonas sp. ABOLG	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Sphingomonas sp. ABOLH	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Rhizobium wuzhouense	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Desulfobulbus oralis	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
Staphylococcus cornubiensis	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Pseudomonas jinjuensis	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas umsongensis	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas koreensis	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Brevefilum fermentans	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum
Candidatus Saccharibacteria bacterium TM7_G1_3_12A	Candidatus Saccharibacteria				
Candidatus Saccharibacteria bacterium TM7_ANC_38.39_G1_1	Candidatus Saccharibacteria				
Pseudomonas sp. SID14000	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Paenibacillus sp. VTT E-133280	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Paenibacillus sp. VTT E-133291	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Sulfurospirillum sp. SL2-1	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum
Candidatus Thioglobus sp. MED-G25	Proteobacteria	Gammaproteobacteria	Candidatus Thioglobus		
Candidatus Thioglobus sp. MED-G23	Proteobacteria	Gammaproteobacteria	Candidatus Thioglobus		
Sphingomonadaceae bacterium MED-G03	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	
SAR92 bacterium MED-G29	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	
SAR116 cluster bacterium MED-G04	Proteobacteria	Alphaproteobacteria			
SAR116 cluster bacterium MED-G05	Proteobacteria	Alphaproteobacteria			
SAR116 cluster bacterium MED-G06	Proteobacteria	Alphaproteobacteria			
Rhodothermaeota bacterium MED-G12	Rhodothermaeota				
Rhodothermaeota bacterium MED-G16	Rhodothermaeota				
Rhodothermaeota bacterium MED-G18	Rhodothermaeota				
Rhodothermaeota bacterium MED-G19	Rhodothermaeota				
Rhodobacteraceae bacterium MED-G07	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
Rhodobacteraceae bacterium MED-G08	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
Puniceicoccaceae bacterium MED-G30	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
Puniceicoccaceae bacterium MED-G31	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
Puniceicoccaceae bacterium MED-G32	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
Pelagibacterales bacterium MED-G39	Proteobacteria	Alphaproteobacteria	Pelagibacterales		
Pelagibacterales bacterium MED-G40	Proteobacteria	Alphaproteobacteria	Pelagibacterales		
Pelagibacterales bacterium MED-G41	Proteobacteria	Alphaproteobacteria	Pelagibacterales		
Pelagibacterales bacterium MED-G42	Proteobacteria	Alphaproteobacteria	Pelagibacterales		
Pelagibacterales bacterium MED-G43	Proteobacteria	Alphaproteobacteria	Pelagibacterales		
Pelagibacterales bacterium MED-G44	Proteobacteria	Alphaproteobacteria	Pelagibacterales		
Halieaceae bacterium MED-G26	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
Halieaceae bacterium MED-G27	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
OM182 bacterium MED-G24	Proteobacteria	Gammaproteobacteria			
OM182 bacterium MED-G28	Proteobacteria	Gammaproteobacteria			
Flavobacteriales bacterium MED-G15	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Flavobacteriales bacterium MED-G22	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Cryomorphaceae bacterium MED-G11	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	
Cryomorphaceae bacterium MED-G14	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	
Candidatus Actinomarinales bacterium MED-G02	Actinobacteria	Actinobacteria	Candidatus Actinomarinales		
Acidimicrobiales bacterium MED-G01	Actinobacteria	Acidimicrobiia	Acidimicrobiales		
Bacteroidetes bacterium MED-G13	Bacteroidetes				
Bacteroidetes bacterium MED-G17	Bacteroidetes				
Bacteroidetes bacterium MED-G20	Bacteroidetes				
Bacteroidetes bacterium MED-G21	Bacteroidetes				
Roseibacillus sp. TMED18	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
Sulfitobacter sp. TMED3	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
Synechococcus sp. TMED155	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED169	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED185	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED187	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED19	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED20	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED205	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED66	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Synechococcus sp. TMED90	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Proteobacteria bacterium TMED61	Proteobacteria				
Afipia sp. TMED4	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia
Alteromonas sp. TMED35	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
Coraliomargarita sp. TMED73	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita
Hyphomonas sp. TMED17	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas
Hyphomonas sp. TMED31	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas
Micavibrio sp. TMED27	Proteobacteria	Alphaproteobacteria	Micavibrio		
Muricauda sp. TMED12	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda
Owenweeksia sp. TMED14	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
Phycisphaera sp. TMED151	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
Phycisphaera sp. TMED9	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
Prochlorococcus sp. TMED223	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	
Pseudoalteromonas sp. TMED43	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Rhodopirellula sp. TMED11	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula
Actinomycetales bacterium TMED115	Actinobacteria	Actinobacteria	Actinomycetales		
Acidimicrobiaceae bacterium TMED130	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	
Actinobacteria bacterium TMED172	Actinobacteria				
Acidimicrobiaceae bacterium TMED189	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	
Acidimicrobiaceae bacterium TMED210	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	
Acidimicrobiaceae bacterium TMED224	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	
Acidimicrobiaceae bacterium TMED244	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	
Actinobacteria bacterium TMED270	Actinobacteria				
Acidimicrobiaceae bacterium TMED77	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	
Cellulomonadaceae bacterium TMED98	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	
Alphaproteobacteria bacterium TMED109	Proteobacteria	Alphaproteobacteria			
Alphaproteobacteria bacterium TMED110	Proteobacteria	Alphaproteobacteria			
Pelagibacteraceae bacterium TMED13	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	
Alphaproteobacteria bacterium TMED150	Proteobacteria	Alphaproteobacteria			
Candidatus Puniceispirillum sp. TMED176	Proteobacteria	Alphaproteobacteria	Candidatus Puniceispirillum		
Alphaproteobacteria bacterium TMED194	Proteobacteria	Alphaproteobacteria			
Pelagibacteraceae bacterium TMED195	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	
Alphaproteobacteria bacterium TMED199	Proteobacteria	Alphaproteobacteria			
Micavibrio sp. TMED2	Proteobacteria	Alphaproteobacteria	Micavibrio		
Candidatus Puniceispirillum sp. TMED213	Proteobacteria	Alphaproteobacteria	Candidatus Puniceispirillum		
Candidatus Puniceispirillum sp. TMED245	Proteobacteria	Alphaproteobacteria	Candidatus Puniceispirillum		
Candidatus Endolissoclinum sp. TMED26	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum
Rhodobacterales bacterium TMED271	Proteobacteria	Alphaproteobacteria	Rhodobacterales		
Candidatus Endolissoclinum sp. TMED37	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum
Candidatus Puniceispirillum sp. TMED52	Proteobacteria	Alphaproteobacteria	Candidatus Puniceispirillum		
Alphaproteobacteria bacterium TMED54	Proteobacteria	Alphaproteobacteria			
Candidatus Endolissoclinum sp. TMED55	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum
Alphaproteobacteria bacterium TMED62	Proteobacteria	Alphaproteobacteria			
Rhodospirillaceae bacterium TMED63	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
Pelagibacteraceae bacterium TMED65	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	
Rhodospirillaceae bacterium TMED8	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
Alphaproteobacteria bacterium TMED87	Proteobacteria	Alphaproteobacteria			
Alphaproteobacteria bacterium TMED89	Proteobacteria	Alphaproteobacteria			
Alphaproteobacteria bacterium TMED93	Proteobacteria	Alphaproteobacteria			
Alteromonadaceae bacterium TMED101	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
Alteromonadaceae bacterium TMED7	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
bacterium TMED15					
bacterium TMED161					
bacterium TMED178					
bacterium TMED181					
bacterium TMED190					
bacterium TMED221					
bacterium TMED250					
bacterium TMED264					
bacterium TMED277					
Rhodopirellula sp. TMED283	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula
bacterium TMED88					
Flavobacteriales bacterium TMED113	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Bacteroidetes bacterium TMED284	Bacteroidetes				
Bacteroidetes bacterium TMED39	Bacteroidetes				
Rhodothermaceae bacterium TMED105	Bacteroidetes	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae		
Betaproteobacteria bacterium TMED100	Proteobacteria	Betaproteobacteria			
Betaproteobacteria bacterium TMED156	Proteobacteria	Betaproteobacteria			
Betaproteobacteria bacterium TMED41	Proteobacteria	Betaproteobacteria			
Betaproteobacteria bacterium TMED82	Proteobacteria	Betaproteobacteria			
Saprospirales bacterium TMED214	Bacteroidetes	Saprospiria	Saprospirales		
Gammaproteobacteria bacterium TMED119	Proteobacteria	Gammaproteobacteria			
Crocinitomicaceae bacterium TMED135	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	
Deltaproteobacteria bacterium TMED58	Proteobacteria	Deltaproteobacteria			
Chloroflexi bacterium TMED230	Chloroflexi				
Chloroflexi bacterium TMED70	Chloroflexi				
Cyanobacteria bacterium TMED177	Cyanobacteria				
Cyanobacteria bacterium TMED188	Cyanobacteria				
Cyanobacteria bacterium TMED229	Cyanobacteria				
Amoebophilaceae bacterium TMED152	Bacteroidetes	Cytophagia	Cytophagales	Amoebophilaceae	
Flammeovirgaceae bacterium TMED32	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
Flammeovirgaceae bacterium TMED262	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
Flammeovirgaceae bacterium TMED290	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
Flavobacteriaceae bacterium TMED116	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED120	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED121	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED145	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED147	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED171	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED179	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED200	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED204	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED206	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED208	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED212	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED220	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED238	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED265	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED42	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED48	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED68	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Flavobacteriaceae bacterium TMED81	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Crocinitomicaceae bacterium TMED114	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	
Flavobacteriales bacterium TMED123	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Crocinitomicaceae bacterium TMED16	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	
Flavobacteriales bacterium TMED191	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Crocinitomicaceae bacterium TMED209	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	
Flavobacteriales bacterium TMED228	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Flavobacteriales bacterium TMED235	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Flavobacteriales bacterium TMED288	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Crocinitomicaceae bacterium TMED45	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	
Flavobacteriales bacterium TMED84	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Flavobacteriales bacterium TMED96	Bacteroidetes	Flavobacteriia	Flavobacteriales		
Gammaproteobacteria bacterium TMED1	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED104	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED107	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED112	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED133	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED134	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED139	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED159	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED163	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED180	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED182	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED183	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED186	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED193	Proteobacteria	Gammaproteobacteria			
Cellvibrionales bacterium TMED21	Proteobacteria	Gammaproteobacteria	Cellvibrionales		
Gammaproteobacteria bacterium TMED219	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED222	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED225	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED226	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED234	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED236	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED242	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED243	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED257	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED260	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED278	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED281	Proteobacteria	Gammaproteobacteria			
Methylococcaceae bacterium TMED282	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	
Gammaproteobacteria bacterium TMED30	Proteobacteria	Gammaproteobacteria			
Oceanospirillales bacterium TMED33	Proteobacteria	Gammaproteobacteria	Oceanospirillales		
Gammaproteobacteria bacterium TMED34	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED36	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED50	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED57	Proteobacteria	Gammaproteobacteria			
Oceanospirillales bacterium TMED59	Proteobacteria	Gammaproteobacteria	Oceanospirillales		
Methylococcaceae bacterium TMED69	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	
Gammaproteobacteria bacterium TMED78	Proteobacteria	Gammaproteobacteria			
Cellvibrionales bacterium TMED79	Proteobacteria	Gammaproteobacteria	Cellvibrionales		
Oceanospirillales bacterium TMED91	Proteobacteria	Gammaproteobacteria	Oceanospirillales		
Gammaproteobacteria bacterium TMED92	Proteobacteria	Gammaproteobacteria			
Gammaproteobacteria bacterium TMED95	Proteobacteria	Gammaproteobacteria			
Cellvibrionales bacterium TMED122	Proteobacteria	Gammaproteobacteria	Cellvibrionales		
Cellvibrionales bacterium TMED157	Proteobacteria	Gammaproteobacteria	Cellvibrionales		
Hyphomicrobiaceae bacterium TMED74	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	
Hyphomonadaceae bacterium TMED125	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	
Hyphomonadaceae bacterium TMED5	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	
Candidatus Marinimicrobia bacterium TMED108	Candidatus Marinimicrobia				
bacterium TMED144					
bacterium TMED198					
bacterium TMED217					
bacterium TMED274					
bacterium TMED46					
bacterium TMED6					
bacterium TMED80					
Oceanospirillaceae bacterium TMED276	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	
Puniceicoccaceae bacterium TMED149	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
Verrucomicrobia bacterium TMED175	Verrucomicrobia				
Verrucomicrobia bacterium TMED40	Verrucomicrobia				
Verrucomicrobia bacterium TMED44	Verrucomicrobia				
Verrucomicrobia bacterium TMED56	Verrucomicrobia				
Verrucomicrobia bacterium TMED60	Verrucomicrobia				
Opitutales bacterium TMED158	Verrucomicrobia	Opitutae	Opitutales		
Opitutales bacterium TMED207	Verrucomicrobia	Opitutae	Opitutales		
Candidatus Pelagibacter sp. TMED106	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
Candidatus Pelagibacter sp. TMED118	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
Pelagibacteraceae bacterium TMED124	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	
Candidatus Pelagibacter sp. TMED128	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
Pelagibacteraceae bacterium TMED136	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	
Candidatus Pelagibacter sp. TMED142	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
Pelagibacteraceae bacterium TMED146	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	
Candidatus Pelagibacter sp. TMED153	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
Candidatus Pelagibacter sp. TMED165	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter
